indices,name,text,target
96,one,  the morning sunlight is like you it might be a little childish but i like it if i’m by your side when you wake me up i have nothing more to wish for i want to see you don’t think that we can’t love because we’re young before it’s too late before i grow older can you hold onto me  i love you only as much as the sky you truly are the reason i live i really really i want to hug you like crazy we’re still going too fast right  whenever i meet eyes with her i wonder if the smile that grows on my face might reach a corner of your heart i whisper into the beautiful ear inside of your uncertain heart my feelings of love for you  i’ll be taking you girl i know without you without you i miss you i’ll long for you forever my feelings of desire and hope my love that grows deep again i can no longer hide them you are me girl  my heart will catch you and not let you go can you feel it as well before oh it’s too late before i grow older can you hold onto me  i know that your heart cannot come by my side yet can i just call you my one  let’s all together one two three let’s begin you are my one my everything i really really i want to love you like crazy i can do that now right i really really i want to love you like crazy i can do that now right  ,0
97,electric-kiss,your body is here but your heart isn‘t come on tell me where you at  why don’t you tell me where you at  in the span of 14 seconds you ‘ve become someone i don’t know come on tell me where you at  why don’t you tell me where you at  a beat that won‘t stop ringing leaning on the dance floor no wall put your mouth near my ear and softly screaming yelling out so that no one can hear love’s words get caught up in the sound love gradually wants to climb up to the top lips that get closer it’s gonna be electric just enough so that they’re not touching it’s gonna be electric oh baby baby don’t close your eyes bounce bounce wild heart when the spark fly off bang it’s gonna be electric down because of this numbing sensation it’s gonna be electric oh baby baby don’t touch me yet i want to give you the worst kiss until you let that voice  out is it okay to tease you like this so electric so electric yeah inside somebody somebody and someone’s circle the tool makes a difference with other tools baby baby what it is baby baby what it is on baby baby what it is yeah because who gets to say who’s beside what’s what if you’re going to meddle badly put your foot out put your hand out too baby baby what it is baby baby what it is on baby baby what it is yeah a beat that won‘t stop ringing leaning on the dance floor no wall put your mouth near my ear and softly screaming let’s escape and go get up from this cramped town and slip into the darkness love gradually wants to climb up to the top lips that get closer it’s gonna be electric just enough so that they’re not touching it’s gonna be electric oh baby baby don’t close your eyes bounce bounce wild heart when the spark fly off bang it’s gonna be electric down because of this numbing sensation it’s gonna be electric oh baby baby don‘t touch me yet i want to give you the worst kiss until you let that voice  out is it okay to tease you like this so electric so electric yeah,0
98,run-this, yeah let’s go what you say put your fingers up in the air what you say every single body heat up what you say a fever that knows no cooling bring back the passion you lost that day what you say i hope you will see it what you say e’r’body are you ready what you say wake up still deeper bring back the wildness sleeping inside you you already know right who’s the boss tonight boundless ambition go up the top aiming at that far place yeah we run this show we run this show we run this show you already know right who’s the boss tonight boundless ambition go up the top aiming at that far place yeah we run this show we going crazy it’s getting ugly ugly it’s getting ugly ugly it’s getting ugly yeah hahaha aight let’s bring it back again  scream loud  do not  just hope  from the bottom  shoot it with your raised finger pow pow  it’s the beginning of the party pow pow  let it go  you too  it’s just  a one time life  forget everything pow pow  if you get beaten bow down you already know right who’s the boss tonight boundless ambition go up the top aiming at that far place yeah we run this show we run this show we run this show you already know right who’s the boss tonight boundless ambition go up the top aiming at that far place yeah we run this show we going crazy it’s getting ugly ugly it’s getting ugly ugly it’s getting ugly ok ok let’s do one more time let’s go play that inside your heart an image that keeps repeating play that sound that rocks your body release the brake inside you play that somehow you get captivated in this dangerous and tough game play that interlacing beat and flow i’m running at sound speed so chase me you already know right who’s the boss tonight boundless ambition go up the top aiming at that far place yeah we run this show we run this show we run this show you already know right who’s the boss tonight boundless ambition go up the top aiming at that far place yeah we run this show we going crazy it’s getting ugly ugly it’s getting ugly ugly it’s getting ugly ugly it’s getting ugly ugly it’s getting ugly,0
99,universe,   contrary to how i feel painful words come out i made you struggle and i’m struggling too unlike my determination nothing’s getting better i always disappoint you and i regret it too   i don’t think i can forget you when the wind gets cold the night our breaths touched with smoke coming out of our mouths we warmly held each other with happy laughter nights we dreamed of a tomorrow that will shine like the stars   i’ll search the universe until i can find you again i won’t let go even the smallest memories memories engraved in the seasons they come and go several times but i will still call out to you   laughter and tears scars and healing questions and answers they’re all in you you have my world you’re my small universe the moment it vanishes i will disappear as well   i’ll search the universe until i can find you again i won’t let go even the smallest memories memories engraved in the seasons they come and go several times but i will still call out to you   memories always bring tears where it was all washed away woo baby only you remain these aren’t feelings that i can end in just one day with just one try i feel it so much it hurts wherever you are i’ll go to you   i’ll search the universe until i can find you again i won’t let go even the smallest memories memories engraved in the seasons they come back so i will find you because that’s love because it’s love  ,0
100,been-through,  i’ll get used to it like catching a cold again the ash gray light pushes through and endlessly passes by but still  i must get through it cuz it’ll pass it’ll pass just need a moment cuz it’ll pass it’ll pass cuz it’ll pass already  in the gray sky there is a brighter light behind the dark clouds there is a dazzling light  you shine like the stars you light up my heart at the end of today’s hardships brightly shine on me  dadada dadada dum dadada dadada dum  snap out of it get up and brush it off pain is just a passing storm to me  i must get through it all cuz it’ll pass it’ll pass just need a moment cuz it’ll pass it’ll pass cuz it’ll pass already  in the gray sky there is a brighter light behind the dark clouds there is a dazzling light  you shine like the stars you light up my heart at the end of today’s hardships brightly shine on me  this isn’t the end better days will come at the end of that day you’ll shine on me like this  the sun is behind the clouds that cover the light without change you shine on me forever the quiet air the warm wind they’re all there always in the same place  in the gray sky there is a brighter light behind the dark clouds there is a dazzling light  you shine like the stars you light up my heart at the end of today’s hardships brightly shine on me  brightly shine on me  ,0
101,stay,  hey the warmth has scattered the waves pushed me above this farewell i’m placing the broken us and throwing it far into the ocean  hey your empty spots make time stop why are you looking away that hurts me even more  can’t believe can’t believe your words saying that love has stopped our memories have all crumbled down i’m walking through your debris once again  can’t believe can’t believe you’ve stopped like this i thought we would last forever but where are we in the end i couldn’t ask you to stay  hey we’ve gone awry your name shines above black slumber the deeper i fall into it you get farther away like a vision  hey above my traces you wash over again erasing everything tell me this is a bad dream to me you’re a tragedy a long one  can’t believe can’t believe your words saying that love has stopped our memories have all crumbled down i’m walking through your debris once again  can’t believe can’t believe you’ve stopped like this i thought we would last forever but where are we in the end i couldn’t ask you to stay  i can’t believe it i won’t believe it yeah i can’t erase it all i won’t erase it yeah you said let’s not forget even the smallest pieces so i’m still here keeping that promise baby how you do that to me baby how you do that to me i can’t believe this our memories are killing me softly  i’m slipping above our break up ripping apart from you two things remain with me farewell and comfort it’s all my fault cuz i couldn’t hold onto you or ask you to stay woo baby now how we doing we’ve really become strangers woo yeah everything has disappeared but i can’t believe  can’t believe can’t believe your words saying things’ll get better some day to me it’s already deep inside the words i couldn’t say in the end stay  stay stay by my side  ,0
102,fall,  even time was lost in this place completely captivated by your light movements i couldn’t stop you spreading inside of me my eyes are only filled with you  i can’t even breathe  it gets deeper the more i try to escape  just like this fall fall fall for you into your swamp fall fall i’m falling endlessly  my breath rises and locks it’s actually more comfortable deeper fall fall i’m falling  the mixed up looks tie me up you try to take over even my subconsciousness i know it’s dangerous but i’m taking another step  i can’t even breathe  it gets thicker the more i try to escape  just like this fall fall fall for you into your swamp fall fall i’m falling endlessly  my breath rises and locks it’s actually more comfortable deeper fall fall i’m falling  in the faintly shining sky draw me out thicker  for a long time in your memories  engrave me deeper   yeah lies are bitter even though i know lies are bitter i said i fell for you but you made me fall so deep i can see endlessly you come inside and suffocate me i lost everything can’t turn it back  i’m drinking in meaningless breaths tell me before the sun wakes up send yourself forever into my arms feels like i’m locked up every time i breathe  just like this fall fall fall for you into your arms fall fall i’m falling endlessly  feels so far away only you are allowed for me in this moment fall fall into you i’m falling  ,0
103,good-night,  when a night that is beautiful like you falls in this sleepy world  and quietly dream of you  far away in the sky the small stars shined wherever we walked into your ears i whispered the love that i kept  baby good night the moment i drew you out in my dreams i just wanted time to stop i want you back in my arms still  i miss you i can’t find you anywhere  but this beautiful night comes back nothing is here only the emptiness grows continuously  it’s so strange i can’t see you  but my time my seasons keep going as if nothing’s wrong yeah  when a night that is beautiful like you falls in this sleepy world  and quietly dream of you  your eyes sparkled even brighter your voice was so soft if only i could feel your touch just once more  ooh like a habit ooh i think of you ooh  the stars in the night keep fading getting farther away like you and me when morning comes i forget about you and i just wait for night to come back  i won’t give up baby i’ll be waiting for you a beautiful night without you comes to me again  i quietly close my eyes and think of you and without knowing i fall asleep  ,0
104,lights-out,  when even breathing feels hard and tears rise up  some times you can hide in me and cry you can do that because it’ll pass  fall asleep in my arms don’t wake up morning will come again so you can peacefully dream at the end of this loneliness just turn off the lights today  when you lift your head smile for me so you can forget your pain  so you can fall asleep with the small but precious memories  now you’re not alone don’t feel lonely anymore morning will come again so you can peacefully smile at the end of this sadness just turn off the lights today  like the clouds covering the sky if you get covered too then you you i’ll shine on you  fall asleep in my arms don’t wake up morning will come again so you can peacefully dream at the end of this loneliness just turn off the lights today  ,0
105,the-eve,  look at me what’s the situation past your flustered face i see the walls crumbling down and gradually dawn is coming  it’s connecting endlessly can’t cut it off with this dull blade so the problem keeps repeating like homework that can’t be solved  fallen in front of a high wall the small and weak sound of the wind gets entangled and turns into a storm listen to it  we must break it apart and clash against it so we can see ourselves we must shout out loud so it spreads wide and far the moment soft lights spread out and chases away the darkness we must wake up again to the new morning  they look at me with arrogance already sitting at a different start line the distance is far yeah as if our shouts won’t be heard  countless and earnest dreams that grew as they were trampled blossomed over the wall confidently look at that scene  we must break it apart and clash against it so we can see ourselves we must shout out loud so it spreads wide and far the moment soft lights spread out and chases away the darkness we must wake up again to the new morning  distorted truths the lies that were taught a voice of change a wave is rising the one to create an ocean that will swallow it all it’s you  we must break it apart and clash against it so we can see ourselves we must shout out loud so it spreads wide and far the moment soft lights spread out and chases away the darkness we must wake up again to the new morning  ,0
106,chill,tonight for no reason i feel strange oh no a silhouette appears in the faint light then my body hardens if not now i can’t ever escape from you i try running away with all my strength but i can’t what i do do do do do you’re beautiful that’s why i’m afraid a deep trap you’re looking at me i’m already tied up and going to you when i see you when i see you i keep getting chills i’m feeling something way more dangerous than love coming right at me your face is something between expressionless and a child’s smile that risky difference of temperature will i be able to handle you you’re beautiful that’s why i’m afraid a deep trap you’re looking at me i’m already tied up and going to you when i see you when i see you i keep getting chills yeah i like darkness the thicker it gets because it shows all show ya  babe  yeah don’t smile like that when i see you feels like you’re reading my mind i keep getting chills i try pushing you away with cold words but you can’t be pushed my heart keeps wanting you you keep digging into me as if i’m already addicted like a maze there’s no exit i try running the opposite way but in the end i go to you you’re hovering over my head like blanche your touch passes me bewitching me though i know it’s a bit dangerous i can’t escape you’re like caffeine now i have to accept it your eyes body words voice everything i can’t escape when i snap out of it i find myself calling out to you you’re beautiful that’s why i’m afraid a deep trap you’re looking at me i’m already tied up and going to you,0
107,going-crazy,it washes over me like rising fog i’m running out of breath it’s killing me my scars are getting deeper it keeps hurting  i remember the nightmare of that day but it’s not like that this time you’re fading away don’t know what you want the fog has lifted and things get clear all the lies pass by like a reel of film i hate you woo i’m going crazy only a thick scar called you remains not even able to erase it i’m going crazy your face looks like nothing’s wrong baby won’t you stop your excuses are useless you drive me crazy the moment i blink i get cut at the tip of your sharp tongue just one moment my eyes ears hands feet so much more what have i seen and heard till now is my body even my own i can’t control it the fog has lifted and things get clear all the lies pass by like a reel of film i hate you woo i’m going crazy only a thick scar called you remains not even able to erase it i’m going crazy going crazy  my heart is racing as if it’ll explode i wanna know what’s next adrenaline rush spreading all throughout my body don’t know what you do to me oh the decision my rationale tells me is just one but my heart is shaking call me crazy but i still want you up and down like a rollercoaster have i not learned my lesson yet i’m falling into a tornado filled swamp i’m flailing three times four times keeps repeating i hate you woo i’m going crazy only a thick scar called you remains not even able to erase it i’m going crazy going crazy  i hate you woo i’m going crazy upside down you flip me inside out i can’t stop now i’m going crazy,0
108,for-life,a mystery came to me with a face of an angel your warmth the only one who loves you staying by your side is that me in the cold winter morning and a bit lonely in the night we’re here together the darkness has changed to light with you tonight an unbelievable miracle today hugging you tightly giving you my heart and soul because you’re my everything in life for life even if i’m born again i can’t be with anyone but you a thousand words are not enough to express my mind for life when you are tired or have a hard time i’ll be the person you want to lean on a person that’s like a christmas tree with lots of presents which i dreamt of when i was young life is a long harmony we can be more beautiful as we’re melted in it silence has changed  to a song called you tonight   i want to listen to it forever today hugging you tightly giving you my heart and soul because you’re my everything in life for life oh even if i’m born again i can’t be with anyone but you i only want to look at you forever everything isn’t going to be easy but i’ll protect you for life this love this love it will never end oh never gonna let you go giving you my heart and soul because you’re my everything in life for life oh even if i’m born again i can’t be with anyone but you i only want to look at you forever i only want to look at you forever for,0
109,for-life-chinese-version,you’re too beautiful for me to touch like an angel mesmerizing when i come closer body temperature drops please stay don’t separate us there’s a person still here loving you winter has cold mornings and sad evenings but this time it all goes from cold to beautiful the dark night is covered in your light tonight this miracle will not come again hug me tightly today don’t go giving you my heart and soul you complete my everything for life even if i am reborn you are still my motivation to move forward afraid that no matter how much i spoil and love you it won’t be enough for life when you’re tired i’ll be there i will straighten my back so you can lean on it during my childhood days i wanted to be a man as silent as a christmas tree who only knows how to give you and i our everything is like beautiful gentle music we’re different but still harmonious silently getting replaced  the song so fitting for the rhythm tonight   i absolutely won’t change the tv channel hug me tightly today don’t go giving you my heart and soul you complete my everything for life oh even if i am reborn you are still my motivation to move forward love for a lifetime unwavering gazes hold my hand in times of difficulty don’t be scared i’m here for life this love this love when life ends it still exists oh never gonna let you go giving you my heart and soul you complete what i’ve been waiting for oh even if i am reborn you are still my motivation to move forward love for a lifetime unwavering gazes i only know that my love will never leave you for life,0
110,lotto,yeah yeah yeah yeah yeah yeah yeah yeah oh lottotto oh yeah yeah oh yeah yeah yeah pretending not to be interested avoiding your eyes please understand i have to risk my all just passing by oh yeah i can see that you’re way different from other girls i look back and luck will still find me lipstick chateau wine color  white champagne shower with bubbles  it might only be once in my life my pressed down instincts are popping up what to do i just hit the lotto  oh oh oh lotto oh oh oh lotto oh oh oh oh oh oh lotto oh oh oh lotto oh oh oh you’re my luck you make me throw my heart into a threadlike chance now the others have their popcorn waiting to see what happens to us  i hear a sound from far away no way  just have fun oh yeah everything changes oh yeah even the air is different from today the world changes the night sky is filled with silver stars lipstick chateau wine color  white champagne shower with bubbles  it might only be once in my life my pressed down instincts are popping up i’m shouting louder towards you  oh oh oh oh oh oh louder oh oh oh louder oh oh oh oh oh oh louder oh oh oh louder oh oh oh don’t lose this moment we’re going crazy my lucky lady this day will be remembered once again i’m thirsty even now there’s still so much to give you i don’t need no money i just need you i want you so bad put it all on me  lipstick chateau wine color   white champagne shower with bubbles   it might only be once in my life my pressed down instincts are popping up   what to do i just hit the lotto   yeah yeah yeah yeah yeah yeah yeah yeah  lotto oh oh oh yeah yeah yeah yeah  yeah yeah yeah yeah  you’re lotto,0
111,lotto-chinese-version,yeah yeah yeah yeah yeah yeah yeah yeah oh lottotto oh yeah yeah oh yeah yeah yeah before leaving i purposefully leave a flirting glance i understand what’s needed to love you it gets crazier i’m already mesmerized oh yeah you make all the women here hide their faces no matter how i pretend i can’t avoid this godsend luck lipstick chateau wine red color  white champagne shower in the foam  the once in a lifetime bloom no second chance my constrained desires have now erupted what to do i just hit the lotto  oh oh oh lotto oh oh oh lotto oh oh oh oh oh oh lotto oh oh oh lotto oh oh oh don’t bother thinking about the odds of winning let go and bet my everything don’t care about all the passerby’s chewing popcorn and staring at us with jealousy  from afar comes the voice no way  enjoy it oh yeah set the fate and leave oh yeah everything will start to change if the air has an ignition point i will ignite the silver stars lipstick chateau wine red color  white champagne shower in the foam  the once in a lifetime bloom no second chance my constrained desires have now erupted calling out to you louder  oh oh oh oh oh oh louder oh oh oh louder oh oh oh oh oh oh louder oh oh oh louder oh oh oh wonderful moments are priceless we’re going crazy my lucky lady you are already going down in history until now my heart still desires i will give you much more i don’t need no money you’re my lotto if you want me to give you up it’s too late you should pour your all into it  lipstick chateau wine red color   white champagne shower in the foam   the once in a lifetime bloom no second chance my constrained desires have now erupted  it’s nothing i just hit the lotto   yeah yeah yeah yeah yeah yeah yeah yeah  lotto oh oh oh yeah yeah yeah yeah  yeah yeah yeah yeah  this lotto ,0
112,call-me-baby,this street is completely crazy strangers in between people every moment that we’re together like boom boom boom boom boom what up hey girl that one moment felt like eternity  when you pierced into me in just one moment  you called my name and came to me it’s amazing like a flash of light you fill me up the moment i see you oh my sit here comfortably and listen to my story now oh i don’t care even if i have to go far i’ll be the one man to be by your side you seeped into my dry lips and woke me up the time’s wasting girl so don’t wait don’t wait too long there are many who shine but look at what’s real among them call me baby call me baby call me baby call me baby  my heart grows bigger for you and it closes its door for everyone else but you  call me baby call me baby call me baby call me baby even if it’s many times call me girl you make me exist as myself you’re the only one in my world you’re the one you’re the one girl you’re the one i want there are many who shine but look at what’s real among them call me baby call me baby call me baby call me baby  even if it’s many times call me girl baby girl even among all the greed and all the words you showed that you believe in me even if everyone changes and leaves me you are my lady all i need is for you to hold my hand there are many who shine but look at what’s real among them call me baby call me baby call me baby call me baby  my heart grows bigger for you and it closes its door for everyone else but you  call me baby call me baby call me baby call me baby i was once trapped in a dark maze  but i hear your voice that woke me up you made me be born again yeah exo listen say my name  if you become my light and pull me through this chaotic place  i’ll hold you and never change i’ll hold you and face those who left me never don’t mind about a thing you came into the big emptiness in my heart in this shaking world  you were the only one who became my light girl you’re the one i want  there are many who shine but look at what’s real among them call me baby call me baby call me baby call me baby   you make me exist as myself  you’re the only one in my world you’re the one you’re the one girl you’re the one i want  there are many who shine but look at what’s real among them call me baby call me baby call me baby call me baby even if it’s many times call me,0
113,call-me-baby-chinese-version,call me baby the streets are filled with noise call me baby from every stranger on it call me baby the moments when we are together like boom boom boom boom boom what up hey girl the moment that felt like eternity  then moment when you pierced into me  you called my name and you come to me from afar i’m surprised at the bright light you emit when i met you oh my sit here comfortably and listen to my every word oh i don’t care even if the road is far just to arrive on your side i’ll be the one and only man you quietly crept into my lips and awakened my soul from deep sleep the time’s wasting girl so don’t wait don’t wait too long the resplendence is unreal i’m tingling you need to have your eyes wide open call me baby call me baby call me baby call me baby  my love increases every day i’ll leave the left side of my heart wide open for you  call me baby call me baby call me baby call me baby it’s ok to call me any time call me girl you’re the one who make me myself in my world there’s only you’re the one you’re the one girl you’re the one i want the resplendence is unreal i’m tingling you need to have your eyes wide open  call me baby call me baby call me baby call me baby it’s ok to call me any time call me girl baby girl among the countless greed you refuse to accept their gossip and you’re still full of confidence for me people often change their heart and leave me you are my only lady grab my hand tightly the resplendence is unreal i’m tingling you need to have your eyes wide open call me baby call me baby call me baby call me baby  my love increases every day i’ll leave the left side of my heart wide open for you  call me baby call me baby call me baby call me baby trapped inside a dark maze oh i am in darkness passing through my ears you awaken my voice i am born because of you exo listen say my name  from inside the chaotic space you rescued me and haven’t given up on me you become the light that illuminates me  i will hold onto you and never change i will hold onto you and face those who left me never don’t mind about a thing you will fill the space in my empty heart in this dangerous chaotic world  girl you’re the one i want the only shining incomparable brilliance is you  the resplendence is unreal i’m tingling you need to have your eyes wide open call me baby call me baby call me baby call me baby   it’s you who make me myself  in my world there’s only you’re the one you’re the one girl you’re the one i want the resplendence is unreal i’m tingling you need to have your eyes wide open call me baby call me baby call me baby call me baby call me any time call me girl,0
114,my-answer-chinese-version,i appear to have a sunny smile on my face but i am often all alone i maintain my silence pretending i’m very free and at ease but i have something that i want to say the first time i saw you i was attracted to you i don’t have any struggling complicated thoughts but i want to say the answer is you my answer is you for a long time i’ve had my heart wide open for you you are my everything i am so sure i should be more careful and cherish myself more so that i won’t get hurt it seems as if i’m almost unable to breathe this is the first time that i’ve felt this way my mind is filled with you i saw your facial expression and heard your laughter the answer is you  my answer is you  for a long time i’ve had my heart wide open for you you are my everything i am so sure the simple sentence “i’m waiting for you” but i’m unable to say what i’ve written down and erase it again i close my eyes to try and guess what you’re doing i repeat this all day long i am waiting for you you you open up your heart you you my out of control feelings are raging you are my everything until forever my love  don’t leave me just please let me stay by your side  even if i think about it some more it’ll be the same  my answer it’s you it’s,0
115,exodus-chinese-version,yeah babe my queen you control my mind stand up please don’t go but your answer is still no my heart has been shattered sparkling as they hang in midair i’ve become entranced because of you surrounded there is no exit eventually i come back to my original place trapped in love’s maze your beauty is so blinding so bright that the sun nearly cannot be seen in that moment i closed my eyes even the raging fire in front of me is covered by your brightness lighting up all of my emotions you are like a dream the most cruel queen hiding your striking beauty leaving me entranced dangerous dangerous she’s so dangerous the loneliness that flourishes spreads in my dreamland i forcefully tear it away escape in another direction exodus exodus it’s my exodus stand back i shout the domino in my heart i fall for you yet you don’t even blink once in my direction there’s no turning back there’s nothing i can do i deeply sigh my whole body has no more strength girl you’re shock in my mind your words echo and fill my entire world i can’t hear anything except you they can say whatever they want i would not even listen to it i am solely focused on missing you you are like a dream the most cruel queen hiding your striking beauty leaving me entranced dangerous dangerous she’s so dangerous the loneliness that flourishes spreads in my dreamland i forcefully tear it away escape in another direction exodus exodus it’s my exodus you heart is like a clear castle wall i am the only prisoner sacrificing freedom for love i’ve gone crazy for you don’t want to lie anymore my heart is beating for you my heart hurts for you she’s dangerously hot in your embrace i’m the weak king i abandoned everything just to have you dangerous dangerous she’s so dangerous from your embrace i am looking for a road to escape running towards the light at the exit running away from your sweetness exodus exodus it’s my exodus yeah she’s a dangerous girl exodus,0
116,el-dorado-chinese-version,i had the same dream in an empty desert at the far end is a dazzling city that vanish before we get there to get to the place i want to reach but i’m not scared it’s far away and it’s a hard journey even if there’s no way to fully affirm no way to predict the future i will still go find the el dorado right now i’m preparing to move forward it will be risky very fatal and dangerous follow closely the ray of light unfolded in front of our eyes move towards the tomorrow that nobody knows about after this long stel it will turns into a legend the el dorado even though one day we will end up in the raging storm as long as we’re together there is no need to be afraid oh el dorado rado to find the paradise sail sail sail gotta gotta go go gotta find the el drado el dorado do sail sail sail gotta gotta go go gotta find the el dorado el dorado i might hear a soundless wind blowing where did that blow come from a golden melody close your eyes and it will be more evident i can hear it clearly the mysterious place in my heart there’s no way to predict the end there’s no way to return to the start find the el dorado this place is calling me i will never stop at this place and remains still follow closely the ray of light unfolded in front of our eyes move towards the tomorrow that nobody knows about after this long step it will turns into a legend the el dorado even though one day we will end up in the raging storm as long as we’re together there is no need to be afraid oh el dorado rado at a faraway place even with big sand wave rolling torrentially at me this is my destiny that is el dorado sail sail sail gotta gotta go go gotta find the el dorado el dorado no matter how rough the journey is get over all the obstacles the road in front is getting brighter because we faced this all together no pain no gain this is the unknown world ten fingers put together this kind of energy we are the one now we’re here infinite time has brushed past us we’re anticipating the start of the future miracle in front of our eyes even more that’s right believe in me every face says prove yourself that faith was never wrong follow closely the ray of light unfolded in front of our eyes move towards the tomorrow that nobody knows about after this long step it will turns into a legend the el dorado standing under the same sky under the same name we are one body trust in each other oh el dorado rado sail sail sail gotta gotta go go gotta find the el dorado el dorado do sail sail sail gotta gotta go go gotta find the el dorado el dorado at a faraway place even with big sand wave rolling torrentially at me we fight together to reach el dorado sail sail sail gotta gotta go go gotta find the el dorado el,0
117,playboy-chinese-version,hey playboy haha boy let’s play don’t answer the phone quietly let it ring we need to save some time it’s nothing important that you need to answer making you worry don’t worry don’t worry i can see how you’re feeling don’t worry don’t worry don’t worry let me unlock the key to you the dark night my dark heart stays in your place lighting up your heart has always been in my place two hearts that are separated can’t play together please forget the words that froze at my base your words disappear but they leave your trace two hearts too crowded can’t let you play  play play boy play play boy play boy play boy play your eyes say that you’ve seen the real reason too late you’ve already secretly fallen in love with me  you already knew from the beginning but now you’re blaming me with your reasons i’m bad worse than you can imagine what you found isn’t what you have thought of you thought wrong following me won’t bring happiness closer to you please don’t try to leave again don’t worry don’t worry i can see how you’re feeling don’t worry don’t worry don’t worry let me unlock the key to you the dark night my dark heart stays in your place lighting up your heart has always been in my place two hearts that are separated can’t play together please forget the words that froze at my base your words disappear but they leave your trace two hearts too crowded can’t let you play play play uh playboy i already know what to call each other and now it left just one kiss that’s all meeting someone like me is fortune or illfate you know the answer it’s both yes it’s like you’ve drank whisky letting you to feel a dizzy mind your face turning red  the more you resist to it the more it excited me i said there are still games to play the main game hasn’t started yet try to fight try it again winning means nothing to me i’ll soothe away my loneliness with this fresh feeling everyday oh i really don’t want to stop we actually have the same feelings you don’t really want to see me leave  my babe the dark night my dark heart stays in your place lighting up your heart has always been in my place two hearts that are separated can’t play together please forget the words that froze at my base your words disappear but they leave your trace two hearts too crowded can’t let you play  play play boy play play boy play boy play boy,0
118,growl,yo okay i’m warning you just in case  it’s dangerous now  stop provoking me  i don’t even know myself my breath keeps on stopping you walk towards me you smile at me maybe you’re attracted to me too my sights become dark when you stare at me the sound of your breathing you’re the one that makes me crazy so nobody can look at you  i want to hide you inside my embrace  the stares that are after you wakes up inside me there’s a harshfierce swirlstorm a dark shadow has woken up inside of me sparks fly in my eyes as i look at you everyone step away from her  it’s going to get fierce from now on i’m growling growling growling i’m growling growling growling i’m growling growling growling if you don’t back away then i don’t care if you get hurt with agitated stare and cutting tension i’m searching your surroundings you just stay still and look at me i’ll never let you go you’ll see the stares that are seeking you who’s vividly shining in the blurry space the sound of the alarm is ringing in me a dark shadow has woken up inside of me sparks fly in my eyes as i look at you everyone step away from her  it’s going to get fierce from now on i’m growling growling growling i’m growling growling growling i’m growling growling growling if you don’t back away then i don’t care if you get hurt e x o just in case another wolf looks at you because my girl is too perfect i hold you softly within me  i embrace you softly i become violent just for you only the strong one gets the beautiful woman just go back because there’s no place you have zero chance stop looking you’re going to wear her out if you desire her you have to win against me first let’s erase everyone one by one except us paused as if only you and i exist here a dark shadow has woken up inside of me sparks fly in my eyes as i look at you everyone step away from her  it’s going to get fierce from now on i’m growling growling growling i’m growling growling growling i’m growling growling growling if you don’t back away then i don’t care if you get hurt i’m growling growling growling i’m growling growling growling i’m growling growling growling if you don’t back away then i don’t care if you get hurt,0
119,power, don’t hesitate move on there’s no time your future depends on your imagination throw away your fear we can do it it’s okay all the keys are in your possession  you used to dream even when you weren’t asleep i hope you never forget today let’s burn it up with fun together like we’ve become one feeling feeling so turn me up  we got that power power whenever you see me whenever we feel each other’s hearts power power we become stronger turn the music up now  we got that power power through this music when we sing with one voice power power we become stronger turn the music up now  power power turn the music up now  don’t worry anymore stop time is ticking even now tik tok we take a shot let’s go we got bang bang pow wow with the melody that comes out of your earphones shut out all the noise and turn the volume up high we got that power everytime  you used to dream even when you weren’t asleep i hope you never forget today let’s burn it up with fun together like we’ve become one feeling feeling so turn me up  we got that power power whenever you see me whenever we feel each other’s hearts power power we become stronger turn the music up now  we got that power power through this music when we sing with one voice power power we become stronger turn the music up now  when tiring days come remember babe the beautiful us the power to get up again it’s in you we got that  we got that power power through this music when we sing with one voice power power we become stronger turn the music up now  power power turn the music up now we got that we got,0
120,love-me,  1234  do you not love me because i’m short do you not like me because i’m not handsome  nobody lo oo oo oves me nobody lo oo oo oves me i need a love give me a love right now right now  i heard of it till i got sick of it i’m not goodlooking they said i’m ugly and short i’ll never meet girls whenever i open my mouth girls start cracking up but why is it that my friend gets all your attention instead of me  you know  i like you a lot  can’t we be  am i not good enough you don’t know what kind of person i am you know i need love  do you not love me because i’m short do you not like me because i’m not handsome  nobody lo oo oo oves me nobody lo oo oo oves me i need a love give me a love right now right now  stop saying all guys are the same you just haven’t met a good person i could be good to you hold my hand my face may look like this but it has character hold up  don’t go  i’m not a bad person i’m sorry  that i’m not enough you don’t know what kind of person i am you know i need love  do you not love me because i’m short do you not like me because i’m not handsome  nobody lo oo oo oves me nobody lo oo oo oves me i need a love give me a love right now right now  my reflection in the mirror is so pitiful everyone falls in love but it’s not so easy  oh baby tell me why the look you’re giving me makes me so small i’m not goodlooking and i’ve got nothing how is a guy like me supposed to live  somebody somebody somebody anybody love me somebody somebody somebody anybody  nobody lo oo oo oves me nobody lo oo oo oves me i need a love give me a love right now right now  somebody somebody somebody anybody love me somebody somebody somebody anybody love me  ,0
