indices,name,text,target,neg,neu,pos,compound
59,could-you-turn-off-your-cell-phone,  could you turn off your cell phone everyone says it’s smart but we’re all getting dumber could you turn off your cell phone look at my face and give me a mention i don’t need a like  you use your phone to even tell me you’re going to the bathroom you give me a slight smile as if you think you’re smart it’s not funny at all i’ve seen you for the first time in months why are you pretending to be popular did you win the lottery or something  what do you mean the lotto snap out of it i switched to a new phone friend it’s the information age as you know half the population of korea are part of the smart 21st century talking face to face is an old story now  you haven’t seen each other for a while and you’re fighting again phone let’s just eat first that’s the most uslike thing to do do you even have a girlfriend what a waste of your new phone i don’t want to be like young soo who went to the army please work your magic where do you wanna go i wanna go there they say this is the hottest spot what should we do after we eat let’s not go to the pc cafe but hey when a person is talking…  could you turn off your cell phone everyone says it’s smart but we’re all getting dumber could you turn off your cell phone look at my face and give me a mention i don’t need a like  push to unlock push to unlock i hate your  i hate your  push to unlock push to unlock push your  push your   are you eating with your eyes like girls do stop taking pictures i’m losing my appetite you’re busy updating again on facebook or twitter life is 3d twitter at me at my face  you twitter and tap tap as you cough cough food is spitting out of your mouth as you’re on your phone do i need to hit you for you to snap out of it when you’re out of battery do you think we’ll be charged  could you turn off your cell phone or put it in your pocket everyone says it’s smart and the times have gotten better but we’re rushing twice as much sometimes i miss the times when people talked face to face communication increased but between us is a noisy silence  could you turn off your cell phone everyone says it’s smart but we’re all getting dumber could you turn off your cell phone look at my face and give me a mention i don’t need a like  i don’t need message or selfies i didn’t come to see your phone or food but i came to see you this isn’t right we’re closer than that we were happy just by laughing  could you turn off your cell phone everyone says it’s smart but we’re all getting dumber could you turn off your cell phone look at my face and give me a mention i don’t need a like  push to unlock push to unlock i hate your  i hate your  push to unlock push to unlock push your  push your   ,1,0.1,0.717,0.183,0.9953
60,look-here,  at first i was only curious as i started to show interest in you holy shhh yeah even if you ignore me you’ll fall for me for a minute we look good together without you i’m like a seoul city without lights i fiercely glare at your empty spot a rabbit hole graffiti a day without you is a oneact play of tragedy  us meeting isn’t just coincidence meeting you was what i wanted you’re a flower and i’m a bee you’re honey and i’m a bear  words come out as if reading a book seems like you resemble me somehow you’re so pretty i’m getting a feeling your charms are exploding come give it to me  look here don’t run away look here don’t run away look here don’t run away because soon you’ll want me  when you’re crying because you’re lonely it’s already too late i already figured out your pretty charms baby come on  at first you answered once when i texted ten times but later you call me first and look for me all day  look here don’t run away look here don’t run away look here don’t run away look here  a guy like me has talent for going to you admit it i ran my finances for you achoo words like a sneeze bless you if you get bored i’ll debut every week i’ll go to you what do you want come with me to the sea of love you’re a thief i’m the police pay for your crime without you i’m a lonely city nomad i want you  us meeting isn’t just coincidence meeting you was what i wanted you’re a flower and i’m a bee you’re honey and i’m a bear  words come out as if reading a book seems like you resemble me somehow you’re so pretty i’m getting a feeling your charms are exploding come give it to me  look here don’t run away look here don’t run away look here don’t run away because soon you’ll want me  when you’re crying because you’re lonely it’s already too late i already figured out your pretty charms baby come on  at first you answered once when i texted ten times but later you call me first and look for me all day  love your alexander wang love your isabel marant baby stop playing hard to get cmon show me what you got you sexy girl that’s important to me  let’s get married you’re featuring in my daily life weighing 99kg i can’t shake you off i hate you i’m wishing for some luck today you’re cute and pretty the truth and reason yo my genie lamborghini be my teenie weenie mini you’re a bikini and martini mercedes so hot it’s too tiring so stop that eenie menie miny please take me out of here let me switch your mind please change stand over there let me walk with ya sweet talk to me get it  look here don’t run away look here don’t run away look here don’t run away because soon you’ll want me  when you’re crying because you’re lonely it’s already too late i already figured out your pretty charms baby come on  at first you answered once when i texted ten times but later you call me first and look for me all day  look here don’t run away look here don’t run away look here don’t run away look here ,1,0.145,0.728,0.127,-0.8853
61,so-4-more,   it’s been a year… it’s been a motherfckin’ yearc’mon we’re livin in the good life we’re living in the bad live whatever… it’s not important cause we here   a year has passed and another year will come you and i we will be walking on this melody again this night has come and this night will go i would continue performing on stage for a better life ahead   i don’t wanna fckin’ lie i don’t want to do anything else other than this my dreams are on the seoul tower but my heart is at the semibasement since my life has become a hostage i’ve chosen an ambition being lost in life is my hobby everyday is so vague just like the monthly rent my loneliness is behind schedule if you know the opposite word of loneliness lend it to me i can be assigned to many places but why can’t i find the real me anywhere who knows you know you don’t i know i don’t its been a year but i can’t adapt to this life no matter how many times i look back every night i touch my lips and ask myself ‘are you the really kim namjoon that everyone knew’ i think i should drop it down a notch my worries and reflection anger fear even my responsibility as a leader if everyone knows the things i can’t lose life goes with a friend you know what the fast raps that doesn’t actually seem fast that’s what life is at times we put oil in water goals success and dreams why are they getting further i sweat profusely but the water doesn’t turn to fire and i get impatient water and oil can never blend together i saw on the science textbook i don’t think it would ever happen right now is the start look at me i’ll turn to fire and burn furiously   a year has passed and another year will come you and i we would be walking on this melody again this night has come and this night will go i would continue performing on stage for a better life ahead   there was no calm air to breath the whole year was a bumpy road i didn’t know where to go my offended sentiment and deep sighs would all become a talk of yesterday even if everyday is night i could never sleep i’m always thrown off i can never sleep at night the jealousy and envy i am imprisoned in a prison called rivalry it suffocating my future is a sumukwha in my mind the word ‘success’ are two things the things that i am suppose to do and the things i want to do in between there stands gulliver fuck i don’t give a shit am i living my dreams or am i losing it i’m not quite sure if my wanted success was postponed i put up a smile like a fool truth behind it is only half of it i’m crying this is a deffence on my identity the oddity of reality gradually gets out of hand my heart can’t take it in between my thirst and trouble for music my sighs gets louder   a year has passed and another year will come you and i we would be walking on this melody again this night has come and this night will go i would continue performing on stage for a better life ahead   i can feel the time over my life is soaked i didn’t know my one year footsteps when the sun rises i’m ill and at night i write lyrics i live everyday live like life no lipsyncing with this strength i’ll open the doors to a new start the stages would get bigger with every drop of sweat the cheer and applause is like a present of encouragements for me the attentions spreads out my tears are already flowing the pressure and worries trails behind me my shoulders gets heavy with the love i receive so i’m nervous everyday i feel good but still bitter try and iron me out smoothen my crumpled heart i’ll rewind whatever storm comes bangtan is there to console me this successful road i’m walking on wanna be now yes i’m serious i shine brighter than any star this moments is forever i’m a born singer catching on to micheal   a year has passed and another year will come you and i we would be walking on this melody again this night has come and this night will go i would continue performing on stage for a better life ahead   bts 1 year aniversary  ,1,0.085,0.758,0.157,0.9907
62,tomorrow,   same day same moon 247 every moment repeats my life is in between jobless twentysomethings are afraid of tomorrow it’s funny you think anything is possible when you’re a kid when you feel how hard it is to get through a day keep feeling like the “control” beat keep downloading it every single day is a repetition of ctrlc ctrlv  i have a long way to go but why am i running in place i scream out of frustration but the empty air echoes i hope tomorrow will be different from today i’m just wishing   follow your dream like breaker even if it breaks down oh better follow your dream like breaker even if it breaks down don’t ever run backwards never   because the dawn right before the sun rises is the darkest even in the far future never forget the you of right now wherever you are right now you’re just taking a break don’t give up you know don’t get too far away tomorrow   don’t get far away tomorrow don’t get too far away tomorrow   the tomorrow we’ve been waiting for becomes the name of yesterday at some point tomorrow becomes today today becomes yesterday tomorrow becomes yesterday and is behind me life isn’t about living along but living through as you live through you’ll disappear some day if you keep spacing out you’ll be swept away if you ain’t no got the guts trust it’ll all become yesterday anyway so what’s the use i wanted to become happy and strong but why am i getting weaker where am i going i’m going here and there but i always come back here yeah i’ll probably flow somewhere is there an end to this maze  i have a long way to go but why am i running in place i scream out of frustration but the empty air echoes i hope tomorrow will be different from today i’m just wishing   follow your dream like breaker even if it breaks down oh better follow your dream like breaker even if it breaks down don’t ever run backwards never   because the dawn right before the sun rises is the darkest even in the far future never forget the you of right now wherever you are right now you’re just taking a break don’t give up you know don’t get too far away tomorrow   tomorrow keep walking we’re too young to stop tomorrow open the door we see too much to shut the door when the dark night passes a bright morning will come when tomorrow comes the bright light will shine so don’t worry this isn’t a stop but just a pause in your life for a break turn up your thumbs and press play so everyone can see   follow your dream like breaker even if it breaks down oh better follow your dream like breaker even if it breaks down don’t ever run backwards never   because the dawn right before the sun rises is the darkest even in the far future never forget the you of right now wherever you are right now you’re just taking a break don’t give up you know don’t get too far away tomorrow   don’t get far away tomorrow don’t get too far away tomorrow  ,1,0.145,0.764,0.091,-0.9819
63,jump,    throw your hands up and scream together pump it up  throw your hands up and scream together jumpin up  let’s jump  pay attention  put your hands to the sky and scream together jumpin up   everybody say   all the dreamers  put your hands up  throw your worries away let’s jump jump jujujujump   all the dreamers  put your hands up  throw your worries away let’s jump jump jujujujump   the hero you’ve dreamed of since you were young we used to jump wanting to be heroes but now we’ve grown and time has passed you’re becoming an adult but i wanna rewind to the times when the 10yearold boy sang the theme song to his favorite superhero comic i wanna go back so i close my eyes and scream but nothing changes reality is the same  no matter who tries to stop me i will go on my way you only live once leggo  leggo  even if i live for a day i’ll have no regrets let’s jump let’s jump     throw your hands up and scream together pump it up  throw your hands up and scream together jumpin up  let’s jump  pay attention  put your hands to the sky and scream together jumpin up   everybody say   all the dreamers  put your hands up  throw your worries away let’s jump jump jujujujump   all the dreamers  put your hands up  throw your worries away let’s jump jump jujujujump   2007 is when my life changed it’s been 7 years since i’ve sang a killer of girls’ hearts but sometimes i go back to those frustrating times facing myself who was like a white piece of paper that encounter awakens a different me now i’ll go up on stage and surprise everyone by jumping like jordan ball  go back a few years taking out the trampoline from the corner of the room and jump around in the air you used to feel the joy of each jump feeling like you have everything letting myself go to the innocent dreams my childhood days was impatient to be an adult but each day was filled with joy so can i be the one just can i be the one that i stop    throw your hands up and scream together pump it up  throw your hands up and scream together jumpin up  let’s jump  pay attention  put your hands to the sky and scream together jumpin up   let’s jump  down we are here we are bts beat down if you’re ready put your hands up high it’s different from what you’ve dreamed of when you were little but we have met we’re heroes rappers in training now jump to the stage we are the new generation heroes  seven heroesintraining who were once immature making a jump sound instead of a trampoline the place i need to jump on is the stage crazily up down now don’t just talk about it it’s time to spread my wings and go let’s get it started spread your shoulders rock your body empty your head let’s go party    all the dreamers  put your hands up  throw your worries away   all the dreamers  put your hands up  throw your worries away   all the dreamers  put your hands up  throw your worries away  ,1,0.032,0.809,0.159,0.9963
64,just-one-day,   yeah yeah yeah just one day one night   if only i had just one day i want to peacefully fall asleep intoxicated with your sweet scent if there’s a chance in my busy schedule i want to put my body in your warm and deep eyes i like that your long straight hair your breathtaking neck when you put it up and the strands that fall out wherever we go my handbag is your waist yo ma honey whenever i see you i run out of breath like the streets of myungdong our bgm is the sound of breathing your voice when you say my name i wanna be locked in you and swim in you i want to know you more an explorer venturing through your deep forest of mystery i appreciate the masterpiece that is you because your existence alone is art i imagine this all night every day because it’s a meaningless dream anyway   just one day if i can be with you just one day if i can hold your hands just one day if i can be with you just one day  if only we can be together    i hope i can be with you for just one day  having a party party with only you  i hope i can be with you for just one day  a party party with only you   if only i could do that how nice would it be if only we could go anywhere to eat and watch a movie comfortably i would do anything girl i’m sorry maybe i’m too rational but still if you see me some day smile maybe you resent me a little or no a lot i know i couldn’t look at you more because of my dream then just give me one day even if it’s in my dream just one day out of all those words i had to swallow because of the excuse of reality i’ll pick one and tell it to you for sure let’s meet when the lilies bloom and say goodbye when they wither i didn’t think i’d get over you easily but is it selfish of me to hope you are the same i’m still lying saying that it’s all for you you are standing in the center of my life   just one day if i can be with you just one day if i can hold your hands just one day if i can be with you just one day    if you are and i are together let’s go time 24 hours if i could only be with you i’d kiss you starting from the morning can’t forget to grab some brunch i’d hold your hand and soak up the sun it’s not over yet in the middle of a beautiful night i’ll confess to you with the moon as our light all of these things tell me “if i have just one day it’s possible”   just one day if i can be with you just one day if i can hold your hands just one day if i can be with you just one day  if only we can be together    i hope i can be with you for just one day  having a party party with only you  i hope i can be with you for just one day  a party party with only you   just one day if i can be with you just one day if i can hold your hands just one day if i can be with you just one day  if only we can be together  can you please stay with me  ,1,0.086,0.689,0.225,0.9955
65,no-more-dream,   hey whats your dream hey what’s your dream hey whats your dream hey is that your dream   i wanna big house big cars  big rings but in real i dont have any big dreams haha i live an easy life even if i don’t dream no one says anything to me everyone is thinking the same as me when we were still young i said ill go to some university okay mum im going to the library   what is you that you dreamed of who do you see in your mirror i gotta say go your own way even if you live a day do something put weakness away   why dont you say anything you dont want to study youre too afraid to quit the school right see youre getting ready for school grow up dont just talk you have a weak mind boy  ask yourself when did you try hard   hey what’s your dream hey what’s your dream hey whats your dream hey is that your dream   it’s a lie youre such a liar see me see me ya youre hypocrite why are you telling me to go another way do well yourself dont push others  what’s you dream whats your dream  is that your dream is that your dream   boring same day every day repeats adults and parents tell us the same dream future job number one public officials its not a forced dream a relief pitcher   throw a fast ball on the after school studying disobey the hell like society pardon the dream ask yourself bout the profile of your dream become the subject of your own life away from suppression   what is you that you dreamed of who do you see in your mirror i gotta say go your own way even if you live a day do something put weakness away   hey whats your dream hey whats your dream hey whats your dream hey is that your dream   its a lie youre such a liar see me see me ya youre hypocrite why are you telling me to go another way do well yourself dont push others  whats you dream whats your dream  is that your dream is that your dream   dont know how to live dont know how to fly dont know how to decide dont know how to dream now  open open open your eyes again dance dance dance again dream dream dream again dont hesitate dont hesitate wassup   its a lie youre such a liar see me see me ya youre hypocrite why are you telling me to go another way do well yourself dont push others  whats you dream whats your dream  is that your dream is that your dream   to all the youngsters without dreams  ,1,0.113,0.807,0.08,-0.9958
66,wake-up,   wake up wake up wake up wake up   the morning that wraps my thousand emotions i think the best would be if everything ends at that time when i almost went to the wrong path i heard my parents voices saying wake up already aight mom i’ll stand up now my fam my friends and also my fans for you who are like a dream more than my own dream i won’t sleep anymore i have to make my face and body keep going to work my pen is a sword my whole body is a pistol and all my haters if you tried living you’ll also feel tired but i gotta kill ya’ll for the sake of living myself gotta beat ya’ll lately i understand my parent’s feelings these feelings seem like they’re going to overflow in my mind no matter how tired or sleepy i am the morning that won’t change just keep on and on and just keep on and on and just keep on and on and just keep on and on and on and on and on   wake up look open your eyes  wake up everyone is waiting for you wake up there’s no time wake up so we’re gonna run hard   gotta live my life gotta take my pride gotta shine my light wake up wake up gotta live my life gotta take my pride gotta shine my light wake up wake up   the clock points to 6 o’clock when everyone wakes up i go to bed my face is reflected on the mirror i know i’m tired it’s not someone’s fault i’m doing it to myself even the music that i like turn into a battlefield shit there’s no other way but to do it crazily i’ll keep going forward on my destiny i start a bit later than everyone else a day a feeling of hoping to play is postponed today is crucial for my dream i don’t care about the things ahead 22 years old nothing more i feel the difference from my surroundings it’s like an hypnosis i sleep like i was drunk but i wake up i change into my tired face today’s life i chase the reality but i’m a dream chaser i might be lethargic so if i wear my costume i turn again on the stage the moment when i’m on it i wake up that’s the meaning of my life with this step up   wake up look open your eyes  wake up everyone is waiting for you wake up there’s no time wake up so we’re gonna run hard   gotta live my life gotta take my pride gotta shine my light wake up wake up gotta live my life gotta take my pride gotta shine my light wake up wake up   wake up day climb up today’s plan is to be have a surprising day going downwards with the body and mind but when did i put on my costume go make up no break up the makeup which hides my tired face we go on the stage like pros we the player we get showered by everyone’s cheers i’m enchanted if it is mike who dribbling a burning ball instead of the normal ball so exciting if no one can’t stop my shoot even my sweat drops fall to the rhythm water and oil just like myself in the morning im ill im real the time is passing by but the thrill i keep on living on the day that i feel like i understand but i don’t but i can’t stop let’s go still aye… i can’t rest at all so i’ll fly i can’t surpass it my polished sneakers shine with the light woah   wake up look open your eyes  wake up everyone is waiting for you wake up there’s no time wake up so we’re gonna run hard   gotta live my life gotta take my pride gotta shine my light wake up wake up gotta live my life gotta take my pride gotta shine my light wake up wake up   just keep on and on and just keep on and on and just keep on and on and just keep on and on and  japanese original   wake up wake up wake up wake up   万感が包む朝を 全て終われば良いとすら思う また道外しそうになったその時 聞こえる親の声「起きなさい、もう」 aight mom さあ、今立つぜ my fam my friends それにmy fans 俺の夢以上に夢の様な皆の為 これ以上は眠れないぜ 顔とまた身を するビッと 仕事へ keep going 俺のペンは刀さ my whole body is a pistol and all my haters 生きていれば疲れてるのも分かる but i gotta kill yall 俺も生きる為に i gotta beat ya’ll 親の想いもわかる様な最近 この気持ち溢れそうさ内心 またいくら疲れて眠りついても 変わらない朝 just keep on and on and just keep on and on and just keep on and on and just keep on and on and on and on and on and on   wake  up 目を覚まして、ほら wake up 皆が待ってるのさ wake up 時間は無いから wake up ひたすら走るのさ   gotta live my life gotta take my pride gotta shine my light wake up wake up gotta live my life gotta take my pride gotta shine my light wake up wake up   時計が指す6時 皆起きる時、就寝 顔鏡に映り 知る 疲れてた ゆうに 誰のせいでもない 自分でしてんのに 好きな音楽でさえまるで戦争に shit！ やるしかない夢中に！ 進むさ俺のdestiny 人よりも少し遅く始まる 1日、遊びたい気持ちは後回しで 今は夢の方が肝心さ 気にしてらんない先の事など 22才、それ以上でもないさ 周りとの差感じる まるで催眠みたいさ 酔う様に眠るけどwake up 疲れた顔に変わる今の生活 現実追う俺はdream chaser 無気力でも衣装着ればまた旋回 舞台の上、上がる瞬間wake up それが俺の生きる意味 これでstep up！   wake up 目を覚まして、ほら wake up皆が待ってるのさ wake up 時間は無いから wake up ひたすら走るのさ   gotta live my life gotta take my pride gotta shine my light wake up wake up gotta live my life gotta take my pride gotta shine my light wake up wake up   wake up日、昇って 驚く量 今日の予定 心身ともにもう下降線 but いつのまにか衣装まとって go make up no break up 疲れさえ隠してしまうこのmakeup プロらしく舞台に上がる we the player 浴びるみんなの歓声 また魅せる！ マイクならball 代わり燃やすドリブル 誰も止められないシュートをすれば一蹴 汗の雫落ちる音までリズム 水と油さ まるで朝方の自分 i’m ill im real 時間は過ぎて行くけどthrill 分かるようで分からない日生きる でも止まらないさ 行くぜ still aye… どうせ休めないならばいっそ羽ばたく 超えられないさ誰も 磨くスニーカー 光で輝く woah   wake up 目を覚まして、ほら wake up 皆が待ってるのさ wake up 時間は無いから wake up ひたすら走るのさ   gotta live my life gotta take my pride gotta shine my light wake up wake up gotta live my life gotta take my pride gotta shine my light wake up wake up   just keep on and on and just keep on and on and just keep on and on and just keep on and on and  romaji   wake up wake up wake up wake up   bankan ga tsutsumu asa o subete oware ba yoi to sura omou mata michi hazushi sō ni natta sono toki kikoeru oya no koe okinasai mō aight mom sā ima tatsu ze my fam my friends sore ni my fans ore no yume ijō ni yume no yō na mina no tame kore ijō wa nemure nai ze kao to mata mi o suru bitto shigoto e keep going ore no pen wa katana sa my whole body is a pistol and all my haters iki te ire ba tsukareteru no mo wakaru but i gotta kill yall ore mo ikiru tame ni i gotta beat yall oya no omoi mo wakaru yō na saikin kono kimochi afure sō sa naishin mata ikura tsukare te nemuri tsui te mo kawara nai asa just keep on and on and just keep on and on and just keep on and on and just keep on and on and on and on and on and on   wake up me o samashi te hora wake up mina ga matteru no sa wake up jikan wa nai kara wake up hitasura hashiru no sa   gotta live my life gotta take my pride gotta shine my light wake up  wake up gotta live my life gotta take my pride gotta shine my light wake up  wake up   tokei ga sasu ro kuji mina okiru toki shūshin kao kyō ni utsuri shiru tsukarete ta yūni dare no sei de mo nai jibun de shiten noni suki na ongaku de sae marude sensō ni shit yaru shika nai muchū ni susumu sa ore no destiny hito yori mo sukoshi osoku hajimaru ichinichi asobi tai kimochi wa ato mawashi de ima wa yume no hō ga kanjin sa ki ni shi te ran nai saki no koto nado nijunisai sore ijō de mo nai sa mawari to no sa kanjiru marude saimin mitai sa yo yō ni nemuru kedo wake up tsukare ta kao ni kawaru ima no seikatsu genjitsu ou ore wa dream chaser mukiryoku demo ishō kire ba mata senkai butai no ue agaru shunkan wake up sore ga ore no ikiru imi kore de step up   wake up me o samashi te hora wake up mina ga matteru no sa wake up jikan wa nai kara wake up hitasura hashiru no sa   gotta live my life gotta take my pride gotta shine my light wake up wake up gotta live my life gotta take my pride gotta shine my light wake up wake up   wake up hi nobotte odoroku ryō kyō no yotei shinshin tomo ni mō kakō sen but itsunomanika ishō matotte go make up no break up tsukare sae kakushi te shimau kono makeup puro rashiku butai ni agaru we the player abiru minna no kansei mata miseru maiku nara ball kawarimoyasu doriburu dare mo tomerare nai shūto o sure ba isshū ase no shizuku ochiru oto made rizumu mizu to abura sa marude asagata no jibun im ill im real jikan wa sugi te iku kedo thrill wakaru yō de wakara nai hi ikiru de mo tomara nai sa iku ze still aye dōse yasume nai nara ba isso habataku koerare nai sa dare mo migaku sunīkā hikari de kagayaku woah   wake up me o samashi te hora wake up mina ga matteru no sa wake up jikan wa nai kara wake up hitasura hashiru no sa   gotta live my life gotta take my pride gotta shine my light wake up wake up gotta live my life gotta take my pride gotta shine my light wake up wake up   just keep on and on and just keep on and on and just keep on and on and just keep on and on and  ,1,0.034,0.716,0.25,0.9992
67,miss-right,   youre my miss right miss right if i lose you it’s a miss right miss right  youre my miss right miss right girl you want my kiss right miss right    your sexy mind and your sexy body you were even born with sexy brain wrinkles just in jeans a white tee and converse high tops that makes me wanna party on your body at the end of of your long shiny hair your gentle hips sing you’re like a forest shining inside the city with that unrealistic body you embrace my reality and i want you to be really really real for me sometimes like my mom sometimes you’re my energy i’m an honest guy i’m so nice on the outside that my enemies can’t stop being honest you’re so different from the normal people outside that’s why you’re called the ideal type yeah when i think of you my heart grows cold you’re my winter ocean i want to walk by you   yes you’re my only girl you’re the best i want to know about your day i want to become your sighs yes you’re my only girl you’re the best you’re someone who only exists in the movies   even the weather is good i think i’m perfect with you wanna walk together wanna walk together even the weather is good i think i’m perfect with you you’re someone who only exists in novels it’s you   how can a person be like this i start to feel like i’m the only one living in this world you pass by my side a sweet wind called you is blowing in my heart even if you don’t put on makeup you’ll put on your perfume called attraction i never believed that there was a god but now you make me believe because to me you’re a goddess whether you’re young or old whether you have a hidden child i don’t care because i love you if i’m with you anywhere we go is a flower garden instead of holding designer bags you hold my hand instead of jealousy and envy you understand my nature with you i draw out my future in between our couple shoes are a pair of baby sneakers   yes you’re my only girl you’re the best i want to know about your day i want to become your sighs yes you’re my only girl you’re the best you’re someone who only exists in the movies it’s you   i think she has come i’m in front of the person who shakes up my heart i think i’m attracted to you like a magnet right now your life your heart your face your line like a piece of a puzzle you fit into my ideal type oh god i’m like the wind that is led by the weather that is you you’re a flower i’m a bee i’m only going toward you  yo i told you many qualifications ’bout my miss right but why you’re my miss right is you are just you   yes you’re my only girl you’re the best i want to know about your day i want to become your sighs yes you’re my only girl you’re the best you’re someone who only exists in the movies   even the weather is good i think i’m perfect with you wanna walk together wanna walk together even the weather is good i think i’m perfect with you you’re someone who only exists in novels it’s you  ,1,0.148,0.708,0.144,-0.8968
68,spine-breaker,    yeah yeah yeah yeah yeah yeah  yeah yeah yeah yeah yeah yeah  you know bts is back   with shoes worth a couple hundred padded jacket worth a couple thousand with a watch worth a couple hundred you feel good about yourself education goes over the hill and student identity goes over the hill too the class system of the 21st century is divided into two those who have and those who haven’t those who wear the shoes and those who don’t those who have the clothes and those who don’t and those who try hard to get those things what’s going on are you falling behind on the trend you whined and complained to get it did i strike a nerve in your padded jacket your greed fills it up even after seeing your parents’ curved spines you’re so coldhearted you complain that all your friends have it and that they should buy it for you  stop being so immature you won’t freeze just because you don’t have that jacket fill your head with good sense before it’s too late   wow it feels good putting on your dirty clothes you’re something different rockin rollin swaggin swagger wrong what is wrong with you you’re crazy baby that is what will suffocate your heart dirty clothes    you are a spine breaker  your parent’s spine breaker  some day you’ll regret it  those damn spine breakers   what’s up kid you don’t know how good you have it these days maybe i’m crossing the line for butting in other people’s lives why do you keep saying those empty words i’m saying i’ll spend my own money that i received you’ll only be satisfied if i spend my money like you spend yours please go take care of yourself it’s about your life if you were me i wouldn’t say anything yeah my jacket is really expensive and not pretty at all  i really want it so what do i do friends who are poorer than me have it too  i have no choice but to buy it if i don’t wanna be an outcast people my age are all like this yeah i dunno yes i’m loco is it nono i know they ain’t cheap but they got mojos but i do what i gotta do i don’t break my parent’s spines the true beaker is you who is old and stuck in your room   wow it feels good putting on your dirty clothes you’re something different rockin rollin swaggin swagger wrong what is wrong with you you’re crazy baby that is what will suffocate your heart dirty clothes   dirty clothes for you dirty clothes for me everyone experienced it before wearing expensive clothes and walking on the street feeling good about yourself everyone looks smaller than me like i’m gulliver whatever you wear i understand but you’re too much you’re gonna regret it you can keep your swag on but how about your parents fine i won’t stop you but make a decision now   wow it feels good putting on your dirty clothes you’re something different rockin rollin swaggin swagger wrong what is wrong with you you’re crazy baby that is what will suffocate your heart dirty clothes    you are a spine breaker  your parent’s spine breaker  some day you’ll regret it  those damn spine breakers  ,1,0.066,0.859,0.075,0.5915
69,come-back-home,  cuz im comin back home what am i trying so hard to find now where am i continuously drifting to   ive seen the end of my life i feel suffocated inside my heart what is blocking my life is my fear towards tomorrow   angry hungry yes im hangry everyday is repeating the future is bleak there was no me and there was no future   because we are still young there is a decent future so let’s wipe that cold tears now and come back home   why are you wasting your time my blood and sweat are truthful now lets imprint my name on that trophy and come back home   you must come back home warmer than my heart which has left you must come back home in this rough life you must come back home warmer than my heart which has left you must come back home i will complete myself   come back to my home come back home come back to my home come back home  come back to my home come back home come back to my home come back home    hunnit band hunnit band hunnit band an honor to my family to my mother and to make my family get stuffed til their stomachs explode i continuously work hard work hard work hard   friends dont you worry our future path is bright started from the bottom and we still going up i still want more   because we are still young there is a decent future so let’s wipe that cold tears now and come back home   why waste time my blood and sweat speak the truth now lets imprint my name on that trophy and come back home   you must come back home warmer than my heart which has left you must come back home in this rough life you must come back home warmer than my heart which has left you must come back home i will complete myself   oh you must come back  you must come back  you must come back home  oh you must come back  you must come back  you must come back home    cuz im comin back home   you must come back home warmer than my heart which has left you must come back home in the rough life you must come back home warmer than my heart which has left you must come back home i will complete myself   come back to my home come back home come back to my home come back home  come back to my home come back home come back to my home come back home   ,1,0.187,0.573,0.241,0.993
70,beautiful, this foolishly regretfilled song i hope it reaches the sky my prayer that spent all night in tears i hope it reaches your heart  i was young i didn’t know i’d be like this i thought it was a given back then the smile you left behind still remains in my heart  honestly i think i still need to receive love the longer i’m left alone the more afraid i get i miss those days i miss you so much yeah  i miss you so much now i finally feel our space i miss you so much tears are falling like this but why didn’t i know  so beautiful beautiful you’re more beautiful than anyone else so don’t be sick don’t cry if you can hear this song for you come back to me  oh i miss you i miss you seeing myself standing alone in the mirror it’s strange and i’m afraid i need you i hate myself for realizing this now come back to me  memories are like a big garage like the ocean i am be lost in them all day even this loneliness that i’m feeling are traces of you so i force my eyes shut and am enduring through this day  i miss you so much now i finally feel our space i miss you so much tears are falling like this but why didn’t i know  so beautiful beautiful you’re more beautiful than anyone else so don’t be sick don’t cry if you can hear this song for you come back to me  oh i miss you i miss you seeing myself standing alone in the mirror it’s strange and i’m afraid i need you i hate myself for realizing this now come back to me  i want to hold flowers that are pretty like you and stand in front of you again yeah i wanna look better than those times and stand in front of you yeah  i’m drawing out the familiar times with my hands crying in the same place like a broken clock the dazzling you the angelic you the beautiful you i wanna hold you i wanna see you again  so beautiful beautiful what if you’re crying somewhere don’t leave don’t go even if your love is a lie i don’t care what you say  oh i miss you i miss you  your last words as you got far away  it’s strange i’m afraid i need you i hate myself for realizing this now  this foolishly regretfilled song i hope it reaches the sky my prayer that looked at you all night i hope it reaches your heart  ,0,0.073,0.75,0.177,0.9864
71,twilight,  it’s too hard to turn around cuz i don’t wanna say goodbye every time i drop you off  it’s even more dazzling today sunshine  no i’m talking about you moonlight  you shine brighter than the moon  i’m missing you i’m missing you even when you’re right next to me i’ll be with you i’ll be with you my reason is you  fall in love girl stay just like now in this frozen time now stay just like now stay with me until always  twilight twilight twilight twilight twilight twilight twilight twilight twilight twilight twilight twilight want you to stay stay with me  beautiful wonderful those are cliché words i can’t express how i feel with those words  ay i feel stupid when i’m in front of you i keep repeating the same jokes but you still laugh do you feel the same way  i smile because of you i forget about my unclear future am i being too greedy  i’m missing you  i’m missing you  even when you’re right next to me  i’ll be with you  i’ll be with you  my reason is you baby  fall in love girl stay just like now in this frozen time now stay just like now stay with me until always  i want to confess but i need to turn around because i can’t do anything for you right now  fall in love girl stay just like now in this frozen time now stay just like now stay with me until always  twilight twilight twilight twilight twilight twilight twilight twilight twilight twilight twilight twilight want you to stay stay with me  ,0,0.028,0.894,0.077,0.9409
